Year,NOC,Gold,Silver,Bronze,Total,Historical_Total_Medals,Historical_Gold_Medals,Is_Host,Participant_Count,Is_Participated,Previous_Medals,Previous_Participants,Past_Medal_Efficiency,Previous_Gold,Previous_Silver,Previous_Bronze,Previous_Total
1964,Ethiopia,1.0,0.0,0.0,1.0,1.0,1.0,0,19.0,1,1.0,15.0,0.06666666666666667,1.0,0.0,0.0,1.0
1968,Ethiopia,1.0,1.0,0.0,2.0,2.0,2.0,0,26.0,1,1.0,19.0,0.05263157894736842,1.0,0.0,0.0,1.0
1972,Ethiopia,0.0,0.0,2.0,2.0,4.0,3.0,0,40.0,1,2.0,26.0,0.07692307692307693,1.0,1.0,0.0,2.0
1976,Ethiopia,0.0,0.0,0.0,0.0,6.0,3.0,0,0.0,0,2.0,40.0,0.05,0.0,0.0,2.0,2.0
1980,Ethiopia,2.0,0.0,2.0,4.0,6.0,3.0,0,48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Ethiopia,0.0,0.0,0.0,0.0,10.0,5.0,0,0.0,0,4.0,48.0,0.08333333333333333,2.0,0.0,2.0,4.0
1988,Ethiopia,0.0,0.0,0.0,0.0,10.0,5.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Ethiopia,1.0,0.0,2.0,3.0,10.0,5.0,0,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Ethiopia,2.0,0.0,1.0,3.0,13.0,6.0,0,19.0,1,3.0,24.0,0.125,1.0,0.0,2.0,3.0
2000,Ethiopia,4.0,1.0,3.0,8.0,16.0,8.0,0,27.0,1,3.0,19.0,0.15789473684210525,2.0,0.0,1.0,3.0
2004,Ethiopia,2.0,3.0,2.0,7.0,24.0,12.0,0,27.0,1,8.0,27.0,0.2962962962962963,4.0,1.0,3.0,8.0
2008,Ethiopia,4.0,2.0,1.0,7.0,31.0,14.0,0,29.0,1,7.0,27.0,0.25925925925925924,2.0,3.0,2.0,7.0
2012,Ethiopia,3.0,2.0,3.0,8.0,38.0,18.0,0,34.0,1,7.0,29.0,0.2413793103448276,4.0,2.0,1.0,7.0
2016,Ethiopia,1.0,2.0,5.0,8.0,46.0,21.0,0,38.0,1,8.0,34.0,0.23529411764705882,3.0,2.0,3.0,8.0
2020,Ethiopia,1.0,1.0,2.0,4.0,54.0,22.0,0,38.0,1,8.0,38.0,0.21052631578947367,1.0,2.0,5.0,8.0
2024,Ethiopia,1.0,3.0,0.0,4.0,58.0,23.0,0,35.0,1,4.0,38.0,0.10526315789473684,1.0,1.0,2.0,4.0
1896,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1964,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1968,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1976,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1980,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1984,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,26.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,41.0,1,0.0,26.0,0.0,0.0,0.0,0.0,0.0
1992,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,36.0,1,0.0,41.0,0.0,0.0,0.0,0.0,0.0
1996,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,21.0,1,0.0,36.0,0.0,0.0,0.0,0.0,0.0
2000,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,1,0.0,21.0,0.0,0.0,0.0,0.0,0.0
2004,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,1,0.0,9.0,0.0,0.0,0.0,0.0,0.0
2008,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,1,0.0,9.0,0.0,0.0,0.0,0.0,0.0
2012,Fiji,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2016,Fiji,1.0,0.0,0.0,1.0,0.0,0.0,0,53.0,1,0.0,9.0,0.0,0.0,0.0,0.0,0.0
2020,Fiji,1.0,0.0,1.0,2.0,1.0,1.0,0,32.0,1,1.0,53.0,0.018867924528301886,1.0,0.0,0.0,1.0
2024,Fiji,0.0,1.0,0.0,1.0,3.0,2.0,0,36.0,1,2.0,32.0,0.0625,1.0,0.0,1.0,2.0
1896,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Finland,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Finland,1.0,1.0,3.0,5.0,0.0,0.0,0,94.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Finland,9.0,8.0,9.0,26.0,5.0,1.0,0,233.0,1,5.0,94.0,0.05319148936170213,1.0,1.0,3.0,5.0
1920,Finland,15.0,10.0,9.0,34.0,31.0,10.0,0,136.0,1,26.0,233.0,0.11158798283261803,9.0,8.0,9.0,26.0
1924,Finland,14.0,13.0,10.0,37.0,65.0,25.0,0,253.0,1,34.0,136.0,0.25,15.0,10.0,9.0,34.0
1928,Finland,8.0,8.0,9.0,25.0,102.0,39.0,0,132.0,1,37.0,253.0,0.14624505928853754,14.0,13.0,10.0,37.0
1932,Finland,5.0,8.0,12.0,25.0,127.0,47.0,0,66.0,1,25.0,132.0,0.1893939393939394,8.0,8.0,9.0,25.0
1936,Finland,8.0,6.0,6.0,20.0,152.0,52.0,0,186.0,1,25.0,66.0,0.3787878787878788,5.0,8.0,12.0,25.0
1948,Finland,8.0,7.0,5.0,20.0,172.0,60.0,0,215.0,1,20.0,186.0,0.10752688172043011,8.0,6.0,6.0,20.0
1952,Finland,6.0,3.0,13.0,22.0,192.0,68.0,1,412.0,1,20.0,215.0,0.09302325581395349,8.0,7.0,5.0,20.0
1956,Finland,3.0,1.0,11.0,15.0,214.0,74.0,0,147.0,1,22.0,412.0,0.05339805825242718,6.0,3.0,13.0,22.0
1960,Finland,1.0,1.0,3.0,5.0,229.0,77.0,0,219.0,1,15.0,147.0,0.10204081632653061,3.0,1.0,11.0,15.0
1964,Finland,3.0,0.0,2.0,5.0,234.0,78.0,0,151.0,1,5.0,219.0,0.0228310502283105,1.0,1.0,3.0,5.0
1968,Finland,1.0,2.0,1.0,4.0,239.0,81.0,0,126.0,1,5.0,151.0,0.033112582781456956,3.0,0.0,2.0,5.0
1972,Finland,3.0,1.0,4.0,8.0,243.0,82.0,0,133.0,1,4.0,126.0,0.031746031746031744,1.0,2.0,1.0,4.0
1976,Finland,4.0,2.0,0.0,6.0,251.0,85.0,0,108.0,1,8.0,133.0,0.06015037593984962,3.0,1.0,4.0,8.0
1980,Finland,3.0,1.0,4.0,8.0,257.0,89.0,0,125.0,1,6.0,108.0,0.05555555555555555,4.0,2.0,0.0,6.0
1984,Finland,4.0,2.0,6.0,12.0,265.0,92.0,0,107.0,1,8.0,125.0,0.064,3.0,1.0,4.0,8.0
1988,Finland,1.0,1.0,2.0,4.0,277.0,96.0,0,101.0,1,12.0,107.0,0.11214953271028037,4.0,2.0,6.0,12.0
1992,Finland,1.0,2.0,2.0,5.0,281.0,97.0,0,130.0,1,4.0,101.0,0.039603960396039604,1.0,1.0,2.0,4.0
1996,Finland,1.0,2.0,1.0,4.0,286.0,98.0,0,105.0,1,5.0,130.0,0.038461538461538464,1.0,2.0,2.0,5.0
2000,Finland,2.0,1.0,1.0,4.0,290.0,99.0,0,88.0,1,4.0,105.0,0.0380952380952381,1.0,2.0,1.0,4.0
2004,Finland,0.0,2.0,0.0,2.0,294.0,101.0,0,67.0,1,4.0,88.0,0.045454545454545456,2.0,1.0,1.0,4.0
2008,Finland,1.0,1.0,2.0,4.0,296.0,101.0,0,70.0,1,2.0,67.0,0.029850746268656716,0.0,2.0,0.0,2.0
2012,Finland,0.0,2.0,1.0,3.0,300.0,102.0,0,69.0,1,4.0,70.0,0.05714285714285714,1.0,1.0,2.0,4.0
2016,Finland,0.0,0.0,1.0,1.0,303.0,102.0,0,67.0,1,3.0,69.0,0.043478260869565216,0.0,2.0,1.0,3.0
2020,Finland,0.0,0.0,2.0,2.0,304.0,102.0,0,49.0,1,1.0,67.0,0.014925373134328358,0.0,0.0,1.0,1.0
2024,Finland,0.0,0.0,0.0,0.0,306.0,102.0,0,62.0,1,2.0,49.0,0.04081632653061224,0.0,0.0,2.0,2.0
1896,France,5.0,4.0,2.0,11.0,0.0,0.0,0,26.0,1,,0.0,0.0,0.0,0.0,0.0,0.0
1900,France,27.0,39.0,37.0,103.0,11.0,5.0,1,1071.0,1,11.0,26.0,0.4230769230769231,5.0,4.0,2.0,11.0
1904,France,0.0,1.0,0.0,1.0,114.0,32.0,0,2.0,1,103.0,1071.0,0.096171802054155,27.0,39.0,37.0,103.0
1908,France,5.0,5.0,9.0,19.0,115.0,32.0,0,319.0,1,1.0,2.0,0.5,0.0,1.0,0.0,1.0
1912,France,7.0,4.0,3.0,14.0,134.0,37.0,0,232.0,1,19.0,319.0,0.05956112852664577,5.0,5.0,9.0,19.0
1920,France,9.0,19.0,13.0,41.0,148.0,44.0,0,452.0,1,14.0,232.0,0.0603448275862069,7.0,4.0,3.0,14.0
1924,France,13.0,15.0,10.0,38.0,189.0,53.0,1,636.0,1,41.0,452.0,0.09070796460176991,9.0,19.0,13.0,41.0
1928,France,6.0,10.0,5.0,21.0,227.0,66.0,0,422.0,1,38.0,636.0,0.059748427672955975,13.0,15.0,10.0,38.0
1932,France,11.0,5.0,4.0,20.0,248.0,72.0,0,159.0,1,21.0,422.0,0.04976303317535545,6.0,10.0,5.0,21.0
1936,France,7.0,6.0,6.0,19.0,268.0,83.0,0,303.0,1,20.0,159.0,0.12578616352201258,11.0,5.0,4.0,20.0
1948,France,10.0,6.0,13.0,29.0,287.0,90.0,0,433.0,1,19.0,303.0,0.0627062706270627,7.0,6.0,6.0,19.0
1952,France,6.0,6.0,6.0,18.0,316.0,100.0,0,408.0,1,29.0,433.0,0.06697459584295612,10.0,6.0,13.0,29.0
1956,France,4.0,4.0,6.0,14.0,334.0,106.0,0,227.0,1,18.0,408.0,0.04411764705882353,6.0,6.0,6.0,18.0
1960,France,0.0,2.0,3.0,5.0,348.0,110.0,0,363.0,1,14.0,227.0,0.06167400881057269,4.0,4.0,6.0,14.0
1964,France,1.0,8.0,6.0,15.0,353.0,110.0,0,214.0,1,5.0,363.0,0.013774104683195593,0.0,2.0,3.0,5.0
1968,France,7.0,3.0,5.0,15.0,368.0,111.0,0,311.0,1,15.0,214.0,0.07009345794392523,1.0,8.0,6.0,15.0
1972,France,2.0,4.0,7.0,13.0,383.0,118.0,0,356.0,1,15.0,311.0,0.04823151125401929,7.0,3.0,5.0,15.0
1976,France,2.0,3.0,4.0,9.0,396.0,120.0,0,302.0,1,13.0,356.0,0.03651685393258427,2.0,4.0,7.0,13.0
1980,France,6.0,5.0,3.0,14.0,405.0,122.0,0,200.0,1,9.0,302.0,0.029801324503311258,2.0,3.0,4.0,9.0
1984,France,5.0,7.0,16.0,28.0,419.0,128.0,0,354.0,1,14.0,200.0,0.07,6.0,5.0,3.0,14.0
1988,France,6.0,4.0,6.0,16.0,447.0,133.0,0,413.0,1,28.0,354.0,0.07909604519774012,5.0,7.0,16.0,28.0
1992,France,8.0,5.0,16.0,29.0,463.0,139.0,0,486.0,1,16.0,413.0,0.0387409200968523,6.0,4.0,6.0,16.0
1996,France,15.0,7.0,15.0,37.0,492.0,147.0,0,453.0,1,29.0,486.0,0.059670781893004114,8.0,5.0,16.0,29.0
2000,France,13.0,14.0,11.0,38.0,529.0,162.0,0,470.0,1,37.0,453.0,0.08167770419426049,15.0,7.0,15.0,37.0
2004,France,11.0,9.0,13.0,33.0,567.0,175.0,0,461.0,1,38.0,470.0,0.08085106382978724,13.0,14.0,11.0,38.0
2008,France,7.0,16.0,20.0,43.0,600.0,186.0,0,448.0,1,33.0,461.0,0.07158351409978309,11.0,9.0,13.0,33.0
2012,France,11.0,11.0,13.0,35.0,643.0,193.0,0,426.0,1,43.0,448.0,0.09598214285714286,7.0,16.0,20.0,43.0
2016,France,10.0,18.0,14.0,42.0,678.0,204.0,0,512.0,1,35.0,426.0,0.08215962441314555,11.0,11.0,13.0,35.0
2020,France,10.0,12.0,11.0,33.0,720.0,214.0,0,538.0,1,42.0,512.0,0.08203125,10.0,18.0,14.0,42.0
2024,France,16.0,26.0,22.0,64.0,753.0,224.0,1,801.0,1,33.0,538.0,0.06133828996282528,10.0,12.0,11.0,33.0
1896,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1980,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1992,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1996,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2000,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,1,0.0,9.0,0.0,0.0,0.0,0.0,0.0
2004,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2008,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2012,Gabon,0.0,1.0,0.0,1.0,0.0,0.0,0,21.0,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2016,Gabon,0.0,0.0,0.0,0.0,1.0,0.0,0,6.0,1,1.0,21.0,0.047619047619047616,0.0,1.0,0.0,1.0
2020,Gabon,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2024,Gabon,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1896,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,Georgia,0.0,0.0,2.0,2.0,0.0,0.0,0,42.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,Georgia,0.0,0.0,6.0,6.0,2.0,0.0,0,47.0,1,2.0,42.0,0.047619047619047616,0.0,0.0,2.0,2.0
2004,Georgia,2.0,2.0,0.0,4.0,8.0,0.0,0,39.0,1,6.0,47.0,0.1276595744680851,0.0,0.0,6.0,6.0
2008,Georgia,3.0,2.0,2.0,7.0,12.0,2.0,0,38.0,1,4.0,39.0,0.10256410256410256,2.0,2.0,0.0,4.0
2012,Georgia,1.0,2.0,3.0,6.0,19.0,5.0,0,36.0,1,7.0,38.0,0.18421052631578946,3.0,2.0,2.0,7.0
2016,Georgia,2.0,1.0,4.0,7.0,25.0,6.0,0,45.0,1,6.0,36.0,0.16666666666666666,1.0,2.0,3.0,6.0
2020,Georgia,2.0,5.0,1.0,8.0,32.0,8.0,0,36.0,1,7.0,45.0,0.15555555555555556,2.0,1.0,4.0,7.0
2024,Georgia,3.0,3.0,1.0,7.0,40.0,10.0,0,38.0,1,8.0,36.0,0.2222222222222222,2.0,5.0,1.0,8.0
1896,Germany,6.0,5.0,2.0,13.0,0.0,0.0,0,94.0,1,,0.0,0.0,0.0,0.0,0.0,0.0
1900,Germany,4.0,3.0,2.0,9.0,13.0,6.0,0,103.0,1,13.0,94.0,0.13829787234042554,6.0,5.0,2.0,13.0
1904,Germany,4.0,5.0,6.0,15.0,22.0,10.0,0,55.0,1,9.0,103.0,0.08737864077669903,4.0,3.0,2.0,9.0
1908,Germany,3.0,5.0,5.0,13.0,37.0,14.0,0,148.0,1,15.0,55.0,0.2727272727272727,4.0,5.0,6.0,15.0
1912,Germany,5.0,13.0,7.0,25.0,50.0,17.0,0,312.0,1,13.0,148.0,0.08783783783783784,3.0,5.0,5.0,13.0
1920,Germany,0.0,0.0,0.0,0.0,75.0,22.0,0,0.0,0,25.0,312.0,0.08012820512820513,5.0,13.0,7.0,25.0
1924,Germany,0.0,0.0,0.0,0.0,75.0,22.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,Germany,10.0,7.0,14.0,31.0,75.0,22.0,0,399.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Germany,5.0,12.0,7.0,24.0,106.0,32.0,0,202.0,1,31.0,399.0,0.07769423558897243,10.0,7.0,14.0,31.0
1936,Germany,38.0,31.0,32.0,101.0,130.0,37.0,1,581.0,1,24.0,202.0,0.1188118811881188,5.0,12.0,7.0,24.0
1948,Germany,0.0,0.0,0.0,0.0,231.0,75.0,0,0.0,0,101.0,581.0,0.1738382099827883,38.0,31.0,32.0,101.0
1952,Germany,0.0,7.0,17.0,24.0,231.0,75.0,0,365.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,Germany,6.0,13.0,7.0,26.0,255.0,75.0,0,261.0,1,24.0,365.0,0.06575342465753424,0.0,7.0,17.0,24.0
1960,Germany,12.0,19.0,11.0,42.0,281.0,81.0,0,425.0,1,26.0,261.0,0.09961685823754789,6.0,13.0,7.0,26.0
1964,Germany,10.0,22.0,18.0,50.0,323.0,93.0,0,478.0,1,42.0,425.0,0.0988235294117647,12.0,19.0,11.0,42.0
1968,Germany,9.0,9.0,7.0,25.0,373.0,103.0,0,0.0,0,50.0,478.0,0.10460251046025104,10.0,22.0,18.0,50.0
1968,Germany,5.0,11.0,10.0,26.0,398.0,112.0,0,0.0,0,25.0,0.0,inf,9.0,9.0,7.0,25.0
1972,Germany,20.0,23.0,23.0,66.0,424.0,117.0,0,0.0,0,26.0,0.0,inf,5.0,11.0,10.0,26.0
1972,Germany,13.0,11.0,16.0,40.0,490.0,137.0,0,0.0,0,66.0,0.0,inf,20.0,23.0,23.0,66.0
1976,Germany,40.0,25.0,25.0,90.0,530.0,150.0,0,0.0,0,40.0,0.0,inf,13.0,11.0,16.0,40.0
1976,Germany,10.0,12.0,17.0,39.0,620.0,190.0,0,0.0,0,90.0,0.0,inf,40.0,25.0,25.0,90.0
1980,Germany,47.0,37.0,42.0,126.0,659.0,200.0,0,0.0,0,39.0,0.0,inf,10.0,12.0,17.0,39.0
1984,Germany,17.0,19.0,23.0,59.0,785.0,247.0,0,0.0,0,126.0,0.0,inf,47.0,37.0,42.0,126.0
1988,Germany,37.0,35.0,30.0,102.0,844.0,264.0,0,0.0,0,59.0,0.0,inf,17.0,19.0,23.0,59.0
1988,Germany,11.0,14.0,15.0,40.0,946.0,301.0,0,0.0,0,102.0,0.0,inf,37.0,35.0,30.0,102.0
1992,Germany,33.0,21.0,28.0,82.0,986.0,312.0,0,653.0,1,40.0,0.0,inf,11.0,14.0,15.0,40.0
1996,Germany,20.0,18.0,27.0,65.0,1068.0,345.0,0,626.0,1,82.0,653.0,0.12557427258805512,33.0,21.0,28.0,82.0
2000,Germany,13.0,17.0,26.0,56.0,1133.0,365.0,0,567.0,1,65.0,626.0,0.10383386581469649,20.0,18.0,27.0,65.0
2004,Germany,13.0,16.0,20.0,49.0,1189.0,378.0,0,592.0,1,56.0,567.0,0.09876543209876543,13.0,17.0,26.0,56.0
2008,Germany,16.0,11.0,14.0,41.0,1238.0,391.0,0,558.0,1,49.0,592.0,0.08277027027027027,13.0,16.0,20.0,49.0
2012,Germany,11.0,20.0,13.0,44.0,1279.0,407.0,0,510.0,1,41.0,558.0,0.07347670250896057,16.0,11.0,14.0,41.0
2016,Germany,17.0,10.0,15.0,42.0,1323.0,418.0,0,536.0,1,44.0,510.0,0.08627450980392157,11.0,20.0,13.0,44.0
2020,Germany,10.0,11.0,16.0,37.0,1365.0,435.0,0,597.0,1,42.0,536.0,0.07835820895522388,17.0,10.0,15.0,42.0
